corporation_id	person_id	time_event_start_date	time_event_end_date	corporation_employment_tenure_salary	corporation_employment_tenure_job_title
b13f1014-01eb-0f37-7091-e78829edec40	bc037fc3-1192-ef71-1c0f-5bb40d11c694	2017-10-26	-	-	副总裁
b13f1014-01eb-0f37-7091-e78829edec40	d059f568-bfae-9652-83c1-2465cb3e3201	2013-05-27	-	923300	副总裁
02ddb77e-9423-dc97-6996-850bcd06beff	1b28271f-a225-dc37-386a-4333f525ec3d	2016-06-13	-	674000	副总经理
02ddb77e-9423-dc97-6996-850bcd06beff	0ecfa7f0-7bbc-8af4-4154-6f8ea37cbfa4	2016-06-13	-	333000	副总经理
3ae262c7-1e01-1448-774f-06af3184760b	9cdbb2f5-7b7c-5c8c-ec0d-3b0c78a9dc46	2013-12-25	-	1954100	副总裁
3ae262c7-1e01-1448-774f-06af3184760b	724958d4-f6f5-0f0a-a668-90dbad8e11fc	2009-08-27	2013-05-29	3359300	副总裁
4934253b-c993-613a-578d-efa6f0ff2a84	ef2bf5f5-3986-1f5d-f749-99d1d1cfa7b0	2017-09-01	-	-	副总经理
4934253b-c993-613a-578d-efa6f0ff2a84	922cdbb3-af51-f54d-406a-f4abe55a384c	2017-05-19	-	-	副总经理
4934253b-c993-613a-578d-efa6f0ff2a84	24cfdc08-18be-dde6-7bb8-cd2601b7920a	2017-09-01	-	-	副总经理
32303843-9456-59cc-14a2-4dfd51fa384a	7cadd9a3-7656-600a-861b-8f3db608a5dc	2017-02-23	-	0	副总裁
be053c38-310d-4dde-2dfd-19b4671bc5a6	6ad2c870-67d3-9c8d-5d57-1350f2248419	2010-04-27	-	-	总经理
be053c38-310d-4dde-2dfd-19b4671bc5a6	8924855b-2a83-da3d-0773-2a28c6631e9d	2010-04-27	-	-	副总经理
5fb3c8e0-4303-5e0e-807e-049d9e991a51	11308aba-3e02-b31c-292a-cf06bad68500	2017-01-17	-	-	副总经理
5fb3c8e0-4303-5e0e-807e-049d9e991a51	681802af-db3d-3708-f7f5-eb840152c97c	2013-08-30	-	807200	副总经理
5fb3c8e0-4303-5e0e-807e-049d9e991a51	99b279d2-db3e-8da0-3fec-d986a0a47006	2013-08-30	-	807200	副总经理
5fb3c8e0-4303-5e0e-807e-049d9e991a51	90b51f85-60b9-cdd8-4a86-20a2dcd31cdb	2007-03-26	-	807200	副总经理
a2bc7b74-aca9-9b77-2cc5-35285fb85887	da15be06-e263-bbdc-c232-323b273e7b90	2017-03-10	-	-	总裁
